name,Year of production,Condition,Reference number,Scope of delivery,Location,Case area(mm2),price($),Case material_Aluminum,Case material_Gold/Steel,Case material_Palladium,Case material_Platinum,Case material_Red gold,Case material_Rose gold,Case material_Silver,Case material_Steel,Case material_White gold,Case material_Yellow gold,Movement_Automatic,Movement_Manual winding,Movement_Quartz
0,1950,1,800,0,259,,4176.0,True,False,False,False,False,False,False,False,False,False,False,False,True
6,2020,6,526,2,259,,24133.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2010,6,414,2,228,1729.0,112200.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1989,6,175,3,208,,18181.0,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1889,6,544,0,259,,26280.0,False,False,False,False,True,False,False,False,False,False,False,True,False
4,2023,3,676,2,28,,144651.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2017,6,591,2,228,1476.0,41500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
11,1973,6,800,0,27,860.0,17594.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,1985,6,517,0,247,,58500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
21,2017,6,494,2,98,,72381.0,False,False,False,True,False,False,False,False,False,False,True,False,False
18,2021,1,644,2,80,,75920.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1901,6,502,0,221,,15850.0,False,False,False,False,False,False,False,False,True,False,False,True,False
12,1998,1,327,1,247,1040.0,17000.0,False,False,False,False,False,False,False,False,False,True,False,True,False
12,2024,6,530,0,221,,37970.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,2019,6,541,2,219,,31999.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2006,6,390,2,158,,52337.0,False,False,False,False,False,False,False,False,False,True,True,False,False
21,2022,6,669,0,66,,46827.0,False,False,False,True,False,False,False,False,False,False,True,False,False
6,2020,3,304,2,78,,23512.0,False,False,False,False,False,False,False,False,True,False,False,True,False
25,2023,3,282,2,233,756.0,17495.0,False,False,False,False,False,False,False,True,False,False,False,False,True
12,1997,6,487,2,228,1968.0,29925.0,False,False,False,False,False,False,False,False,False,True,False,True,False
12,2015,6,469,0,259,1968.0,26000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,1960,6,144,0,27,,12795.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2024,6,592,1,133,,42943.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2006,3,562,2,228,,94500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
12,2024,6,314,2,28,,16592.0,False,False,False,False,False,False,False,False,True,False,False,False,True
6,1965,1,800,0,189,,35077.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2022,5,564,2,247,,51950.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2023,3,544,2,78,,88399.0,False,False,False,False,False,True,False,False,False,False,True,False,False
28,2022,6,652,2,208,,68425.0,False,False,False,False,False,False,False,True,False,False,True,False,False
12,1975,6,335,0,247,,32500.0,False,False,False,False,False,False,False,False,False,True,True,False,False
4,2023,0,385,1,130,,41967.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2019,6,729,2,259,,89864.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2024,3,313,2,195,,129000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2023,6,311,2,259,,60000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,2000,6,800,0,228,,13310.0,False,False,False,False,False,False,False,False,False,True,False,True,False
6,1945,6,800,3,172,,12806.0,False,False,False,False,False,True,False,False,False,False,False,True,False
25,2024,3,280,2,247,756.0,17400.0,False,False,False,False,False,False,False,True,False,False,False,False,True
1,2000,6,334,1,47,,22828.0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,1949,1,800,0,27,,13920.0,False,False,False,False,False,False,False,False,False,True,False,True,False
21,1997,6,359,2,23,,78951.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2018,0,414,0,259,,118004.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,1998,1,366,3,259,,30623.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2021,6,681,2,197,,123809.0,False,False,False,False,False,True,False,False,False,False,True,False,False
27,2001,6,451,2,145,,83517.0,False,False,False,False,False,True,False,False,False,False,True,False,False
12,1994,1,344,0,230,,16450.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2021,3,414,2,247,,128000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2022,3,312,2,259,,129000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2023,6,414,3,133,,36866.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2023,5,713,2,47,,87414.0,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2005,6,26,0,228,,26520.0,False,False,False,False,False,False,False,False,False,True,True,False,False
12,1907,1,597,0,28,,11024.0,False,False,False,False,False,True,False,False,False,False,False,True,False
2,2022,5,661,2,259,,71000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2016,6,636,2,159,,100209.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2008,6,174,0,247,,11500.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,2024,3,312,2,195,,128000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2024,1,181,0,222,,12500.0,False,False,False,False,False,True,False,False,False,False,False,True,False
18,2013,3,631,3,222,,139500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2012,6,531,2,216,,45616.0,False,False,False,False,False,False,False,False,True,False,True,False,False
6,2021,6,320,2,80,,26927.0,False,False,False,False,False,False,False,False,True,False,True,False,False
26,2016,6,577,1,259,930.0,8741.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2015,6,711,2,208,,94491.0,False,False,False,False,False,False,False,True,False,False,True,False,False
12,1943,6,459,2,259,,26007.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,2002,6,206,2,238,,20500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2018,1,393,2,247,,39500.0,False,False,False,False,False,False,False,True,False,False,False,False,True
1,2018,6,389,0,228,,42500.0,False,False,False,False,False,False,False,False,False,True,True,False,False
21,1990,6,184,0,27,,67649.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2013,6,641,2,187,,127447.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2000,6,386,2,96,,51224.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2019,5,713,2,259,,83517.0,False,False,False,False,False,True,False,False,False,False,False,True,False
21,2023,6,508,2,228,,48825.0,False,True,False,False,False,False,False,False,False,False,True,False,False
2,2022,3,346,2,259,,57346.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2020,6,681,2,145,,154785.0,False,False,False,False,False,True,False,False,False,False,True,False,False
21,2006,6,526,2,222,1645.0,78200.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,1981,5,641,2,194,1526.0,135854.0,False,False,False,False,False,False,False,True,False,False,True,False,False
8,2022,6,750,0,66,,47043.0,False,False,False,False,False,True,False,False,False,False,False,True,False
18,2011,6,712,2,148,,41870.0,False,False,False,False,False,False,False,False,True,False,False,False,True
4,2020,5,452,2,247,,80900.0,False,False,False,False,False,False,False,False,True,False,True,False,False
8,2023,5,461,2,219,,81179.0,False,False,False,False,False,False,False,False,True,False,False,True,False
18,2020,6,707,2,193,,49555.0,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1990,5,150,0,153,,36987.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2011,6,145,0,247,,85000.0,False,False,False,False,False,False,False,False,False,True,True,False,False
2,2021,5,661,2,49,,81179.0,False,False,False,False,False,True,False,False,False,False,True,False,False
21,2022,3,656,2,259,,83000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2019,6,383,1,247,,40000.0,False,False,False,False,False,False,False,True,False,False,False,False,True
18,2018,5,414,2,247,,110500.0,False,True,False,False,False,False,False,False,False,False,True,False,False
21,2010,6,648,2,208,,71683.0,False,False,False,False,False,False,False,False,True,False,True,False,False
28,2017,3,656,2,177,,83517.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2016,6,544,2,259,,83750.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2022,5,544,2,247,,114775.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2024,3,544,2,195,,94000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
27,2017,6,577,2,185,,42260.0,False,False,False,False,False,True,False,False,False,False,False,True,False
18,2016,6,436,0,153,,70397.0,False,False,False,False,False,True,False,False,False,False,True,False,False
18,2016,6,711,2,133,,86497.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2011,6,712,2,259,,48986.0,False,False,False,False,False,False,False,False,True,False,False,False,True
21,2013,6,451,0,66,,50586.0,False,False,False,False,False,True,False,False,False,False,True,False,False
1,2008,6,579,1,41,,48986.0,False,False,False,True,False,False,False,False,False,False,True,False,False
11,2016,1,162,0,259,860.0,14317.0,False,False,False,False,False,False,False,False,True,False,False,True,False
6,2020,6,371,2,66,,37833.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,1995,6,323,2,259,,19487.0,False,False,False,False,False,False,False,False,False,True,True,False,False
18,2015,6,641,2,247,,114500.0,False,False,False,False,False,False,False,True,False,False,True,False,False
25,2022,3,762,2,219,,42500.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2024,3,561,2,78,,89778.0,False,False,False,False,False,True,False,False,False,False,True,False,False
21,2000,6,800,2,247,,55000.0,False,False,False,False,False,False,False,False,False,True,True,False,False
0,1973,6,130,0,182,53092.91584566751,9243.0,False,False,False,False,False,False,False,False,True,False,False,True,False
21,2010,6,592,0,51,,43986.0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,2010,6,385,1,247,,30000.0,False,False,False,False,False,False,False,True,False,False,False,False,True
18,2020,6,414,2,247,1729.0,115000.0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1896,6,295,0,203,,4555.0,False,False,False,False,False,True,False,False,False,False,False,True,False
4,2024,3,676,2,185,,144757.0,False,False,False,False,False,False,False,True,False,False,True,False,False
26,1959,1,17,0,259,,8240.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2022,3,544,2,28,,54175.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,2007,1,800,2,259,175.0,17817.0,False,False,False,False,False,False,False,False,False,True,False,True,False
18,2013,3,414,2,178,,104120.0,False,False,False,False,False,False,False,True,False,False,True,False,False
4,2007,3,561,2,78,,105474.0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,2018,6,316,2,70,,43232.0,False,False,False,False,False,False,False,False,True,False,True,False,False
11,2008,6,164,1,17,,14922.0,False,False,False,False,False,False,False,False,False,True,False,True,False
8,2012,6,713,2,80,,43130.0,False,False,False,False,False,True,False,False,False,False,False,True,False
18,2023,3,721,2,253,,79999.0,False,False,False,False,False,False,False,True,False,False,True,False,False
8,2020,6,470,2,51,,66812.0,False,False,False,False,False,False,False,False,True,False,False,True,False
4,2023,6,313,2,247,,125980.0,False,False,False,False,False,False,False,False,True,False,True,False,False
2,2007,5,665,2,26,,66702.0,False,False,False,True,False,False,False,False,False,False,True,False,False
10,2023,1,469,0,197,448.0,5865.0,False,False,False,False,False,False,False,False,False,True,False,True,False
1,2007,6,498,2,259,,37861.0,False,False,False,False,False,False,False,False,False,True,True,False,False
4,2023,5,313,2,247,,127000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
11,2013,1,240,0,148,448.0,8296.0,False,False,False,False,False,False,False,False,False,True,False,False,True
18,2018,1,414,2,259,,130324.0,False,True,False,False,False,False,False,False,False,False,True,False,False
18,2006,0,616,2,259,1729.0,157338.0,False,False,False,False,False,False,False,True,False,False,True,False,False
6,1968,6,62,0,259,,11591.0,False,False,False,False,False,False,False,True,False,False,False,True,False
11,1997,1,249,1,148,,10729.0,False,False,False,False,False,False,False,False,False,True,False,False,True
18,2022,5,681,2,247,,132950.0,False,False,False,False,False,True,False,False,False,False,True,False,False
6,1981,6,594,3,259,,22000.0,False,False,False,False,False,True,False,False,False,False,True,False,False
4,2018,6,526,2,195,,74000.0,False,False,False,False,False,False,False,False,True,False,True,False,False
18,2012,1,713,3,259,,59250.0,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2019,0,526,0,133,,12879.0,False,False,False,False,False,False,False,False,False,True,False,True,False
25,2023,6,282,2,127,756.0,9703.0,False,False,False,False,False,False,False,True,False,False,False,False,True
18,2017,5,414,2,172,,116367.0,False,False,False,False,False,False,False,True,False,False,True,False,False
27,2016,6,372,2,194,,120050.0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,2024,3,314,2,259,,48986.0,False,False,False,False,False,False,False,True,False,False,True,False,False
18,2022,6,631,2,247,,85500.0,False,False,False,False,False,False,False,False,True,False,True,False,False
